Number,Type,Short_Description,Description,Caller_ID,Assignment_Group,Priority,Status,Domain,Opened_At,Resolved_At,Work_Notes,Remarks
INC0000556,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,ahmed.ali,L2-Database Admin,P4 - Low,Resolved,Database Services,01-07-2024 01:18,02-07-2024 15:18,Vendor engaged. Awaiting response.,
RITM0000557,Service Request,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,raj.kumar,L2-Security Team,P3 - Medium,Closed,Database Services,05-10-2024 10:55,07-10-2024 03:55,Change request raised for permanent resolution.,Resolved by L2-Server Team
RITM0000558,Service Request,Nginx reverse proxy returning 502,Nginx upstream returning HTTP 502 Bad Gateway. Backend app-server pool health-check failing.,emily.chen,L2-Network Team,P3 - Medium,Resolved,IT Infrastructure,07-01-2024 04:33,08-01-2024 17:33,Temporary workaround applied. Permanent fix pending.,
RITM0000559,Service Request,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,jessica.lee,L2-Server Team,P3 - Medium,Closed,Security Operations,13-10-2024 19:44,16-10-2024 15:44,User confirmed resolution. Ticket closing.,Resolved by L2-Server Team
CHG0000560,Change Request,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,priya.nair,L2-Storage Team,P3 - Medium,In Progress,Network Services,02-09-2024 11:19,,Vendor engaged. Awaiting response.,
RITM0000561,Service Request,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,linda.wu,L2-Network Team,P3 - Medium,Closed,IT Infrastructure,01-03-2024 07:08,02-03-2024 02:08,Monitoring in place. No recurrence in past 2 hours.,Resolved by L2-Server Team
RITM0000562,Service Request,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,john.smith,L3-Cloud Team,P3 - Medium,Closed,IT Infrastructure,22-01-2024 06:06,22-01-2024 11:06,Issue resolved after server restart.,Resolved by L1-Service Desk
RITM0000563,Service Request,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,sarah.jones,L2-Network Team,P3 - Medium,In Progress,Database Services,04-03-2024 19:13,,Issue resolved after server restart.,
INC0000564,Incident,SolarWinds node unreachable alert,SolarWinds showing node ROUTER-CORE-01 as unreachable. SNMP polling failing. Network team to investigate.,priya.nair,L1-Service Desk,P2 - High,Resolved,Cloud & Virtualisation,13-09-2024 23:39,15-09-2024 06:39,Temporary workaround applied. Permanent fix pending.,
INC0000565,Incident,Database replication lag,MySQL replica on db-replica-02 is 45 minutes behind primary. Large transaction causing replication delay.,jessica.lee,L3-Cloud Team,P4 - Low,Closed,Network Services,02-10-2024 00:46,02-10-2024 13:46,Awaiting business approval before proceeding.,Resolved by L2-Network Team
INC0000566,Incident,Server fan failure – thermal warning,iDRAC alert: Fan-03 on server ESXI-HOST-02 failed. CPU temperature rising. Maintenance window opened.,emily.chen,L2-Server Team,P3 - Medium,Resolved,Security Operations,30-06-2024 12:27,01-07-2024 16:27,Escalated to L3 team for further analysis.,
RITM0000567,Service Request,RabbitMQ queue overflow,RabbitMQ queue payment-events has exceeded max length. Messages being dropped. Consumer throughput issue.,carlos.garcia,L2-Security Team,P3 - Medium,In Progress,Security Operations,26-12-2024 09:35,,Awaiting business approval before proceeding.,
INC0000568,Incident,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,anna.brown,L3-Application Support,P2 - High,In Progress,Application Services,27-07-2024 09:54,,Investigated the issue. Root cause identified. Fix applied.,
RITM0000569,Service Request,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,jessica.lee,L2-Middleware Team,P3 - Medium,In Progress,IT Infrastructure,21-07-2024 14:33,,Vendor engaged. Awaiting response.,
INC0000570,Incident,CPU spike causing application slowness,End users are reporting slow response times. CPU utilisation on web-server-03 is at 98%. Suspected runaway process.,raj.kumar,L2-Middleware Team,P3 - Medium,Closed,Cloud & Virtualisation,31-10-2024 12:07,01-11-2024 18:07,Issue resolved after server restart.,Resolved by L3-Infrastructure
CHG0000571,Change Request,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",raj.kumar,L3-Cloud Team,P2 - High,Closed,Security Operations,05-09-2024 16:17,06-09-2024 11:17,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Network Team
RITM0000572,Service Request,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,mike.patel,L2-Security Team,P3 - Medium,Resolved,Cloud & Virtualisation,12-09-2024 21:01,13-09-2024 20:01,Awaiting business approval before proceeding.,
RITM0000573,Service Request,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,anna.brown,L2-Storage Team,P3 - Medium,In Progress,Network Services,23-09-2024 15:50,,Patch applied successfully during maintenance window.,
INC0000574,Incident,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",carlos.garcia,L3-Cloud Team,P3 - Medium,Resolved,Security Operations,17-01-2024 13:56,18-01-2024 05:56,Investigated the issue. Root cause identified. Fix applied.,
RITM0000575,Service Request,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,carlos.garcia,L3-Cloud Team,P3 - Medium,Resolved,IT Infrastructure,04-06-2024 22:10,07-06-2024 13:10,Awaiting business approval before proceeding.,
RITM0000576,Service Request,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,carlos.garcia,L2-Security Team,P3 - Medium,Closed,Security Operations,19-10-2024 15:30,22-10-2024 15:30,Awaiting business approval before proceeding.,Resolved by L3-Infrastructure
RITM0000577,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,emily.chen,L3-Application Support,P2 - High,Resolved,Database Services,25-05-2024 10:03,25-05-2024 14:03,Awaiting business approval before proceeding.,
INC0000578,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,linda.wu,L2-Database Admin,P3 - Medium,Resolved,Database Services,07-08-2024 11:22,09-08-2024 16:22,Issue resolved after server restart.,
RITM0000579,Service Request,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,tom.wilson,L3-Infrastructure,P1 - Critical,Resolved,Cloud & Virtualisation,28-02-2024 10:10,28-02-2024 13:10,Patch applied successfully during maintenance window.,
INC0000580,Incident,OS filesystem read-only due to error,Filesystem /opt mounted read-only after disk IO error. fsck required. Maintenance window needed.,priya.nair,L2-Server Team,P3 - Medium,Resolved,Security Operations,28-08-2024 18:01,30-08-2024 11:01,Escalated to L3 team for further analysis.,
INC0000581,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,carlos.garcia,L2-Database Admin,P3 - Medium,Resolved,Security Operations,14-09-2024 21:21,15-09-2024 19:21,Escalated to L3 team for further analysis.,
INC0000582,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,sarah.jones,L2-Middleware Team,P3 - Medium,Closed,IT Infrastructure,15-05-2024 01:19,17-05-2024 05:19,Awaiting business approval before proceeding.,Resolved by L3-Application Support
RITM0000583,Service Request,RAID controller degraded,RAID-5 array reporting one failed disk. Hot spare kicked in. Replacement disk required urgently.,raj.kumar,L2-Storage Team,P3 - Medium,Closed,Network Services,31-08-2024 13:13,02-09-2024 10:13,Monitoring in place. No recurrence in past 2 hours.,Resolved by L2-Storage Team
INC0000584,Incident,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",jessica.lee,L2-Storage Team,P1 - Critical,In Progress,Application Services,15-11-2024 16:29,,Awaiting business approval before proceeding.,
INC0000585,Incident,RabbitMQ queue overflow,RabbitMQ queue payment-events has exceeded max length. Messages being dropped. Consumer throughput issue.,john.smith,L2-Storage Team,P3 - Medium,Closed,Application Services,22-11-2024 17:51,25-11-2024 01:51,Change request raised for permanent resolution.,Resolved by L3-Cloud Team
RITM0000586,Service Request,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,tom.wilson,L2-Database Admin,P4 - Low,Closed,Security Operations,02-06-2024 13:26,04-06-2024 06:26,Issue resolved after server restart.,Resolved by L2-Security Team
RITM0000587,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,raj.kumar,L3-Cloud Team,P1 - Critical,In Progress,Security Operations,30-04-2024 12:15,,Patch applied successfully during maintenance window.,
RITM0000588,Service Request,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,raj.kumar,L2-Storage Team,P3 - Medium,In Progress,Application Services,19-01-2024 06:10,,Investigated the issue. Root cause identified. Fix applied.,
RITM0000589,Service Request,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,carlos.garcia,L3-Application Support,P4 - Low,Closed,Database Services,29-01-2024 02:20,30-01-2024 17:20,Escalated to L3 team for further analysis.,Resolved by L3-Infrastructure
INC0000590,Incident,Splunk forwarder not sending logs,Splunk universal forwarder on server app-07 stopped sending logs 6 hours ago. Splunkd service restarted.,ahmed.ali,L2-Security Team,P4 - Low,Resolved,Security Operations,19-10-2024 23:32,20-10-2024 15:32,Escalated to L3 team for further analysis.,
RITM0000591,Service Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,carlos.garcia,L2-Database Admin,P3 - Medium,Closed,Application Services,09-06-2024 10:53,11-06-2024 12:53,Escalated to L3 team for further analysis.,Resolved by L2-Network Team
INC0000592,Incident,Disk IO latency spike,Disk read/write latency on PROD-DB-03 exceeded 200 ms. IOPS saturation suspected. NVMe replacement planned.,sarah.jones,L3-Application Support,P3 - Medium,Resolved,Cloud & Virtualisation,10-05-2024 18:03,13-05-2024 09:03,Monitoring in place. No recurrence in past 2 hours.,
CHG0000593,Change Request,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,priya.nair,L1-Service Desk,P1 - Critical,Closed,Database Services,15-03-2024 11:30,17-03-2024 11:30,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Database Admin
INC0000594,Incident,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",anna.brown,L3-Infrastructure,P2 - High,Resolved,IT Infrastructure,24-12-2024 11:57,25-12-2024 03:57,Monitoring in place. No recurrence in past 2 hours.,
INC0000595,Incident,SolarWinds node unreachable alert,SolarWinds showing node ROUTER-CORE-01 as unreachable. SNMP polling failing. Network team to investigate.,tom.wilson,L3-Infrastructure,P3 - Medium,Closed,IT Infrastructure,30-04-2024 09:13,01-05-2024 06:13,Issue resolved after server restart.,Resolved by L2-Server Team
INC0000596,Incident,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,mike.patel,L2-Security Team,P4 - Low,Closed,Cloud & Virtualisation,30-07-2024 10:45,01-08-2024 17:45,Escalated to L3 team for further analysis.,Resolved by L3-Application Support
RITM0000597,Service Request,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",anna.brown,L2-Network Team,P2 - High,Resolved,IT Infrastructure,20-08-2024 22:01,21-08-2024 05:01,Monitoring in place. No recurrence in past 2 hours.,
INC0000598,Incident,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,tom.wilson,L2-Network Team,P4 - Low,Resolved,Cloud & Virtualisation,12-02-2024 03:10,13-02-2024 11:10,Monitoring in place. No recurrence in past 2 hours.,
INC0000599,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,carlos.garcia,L3-Application Support,P2 - High,Closed,Application Services,09-03-2024 08:11,11-03-2024 02:11,Monitoring in place. No recurrence in past 2 hours.,Resolved by L3-Infrastructure
INC0000600,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,linda.wu,L2-Security Team,P4 - Low,Closed,Database Services,12-01-2024 17:41,13-01-2024 23:41,Vendor engaged. Awaiting response.,Resolved by L1-Service Desk
RITM0000601,Service Request,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,jessica.lee,L2-Storage Team,P2 - High,Closed,Security Operations,17-03-2024 02:23,18-03-2024 00:23,User confirmed resolution. Ticket closing.,Resolved by L3-Cloud Team
INC0000602,Incident,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,linda.wu,L2-Middleware Team,P3 - Medium,Resolved,Application Services,16-05-2024 09:47,19-05-2024 01:47,Issue resolved after server restart.,
INC0000603,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,anna.brown,L2-Database Admin,P2 - High,Closed,Network Services,28-07-2024 04:01,29-07-2024 18:01,Awaiting business approval before proceeding.,Resolved by L3-Cloud Team
INC0000604,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,jessica.lee,L2-Middleware Team,P3 - Medium,Closed,Network Services,14-06-2024 22:25,16-06-2024 02:25,Escalated to L3 team for further analysis.,Resolved by L2-Server Team
INC0000605,Incident,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,priya.nair,L1-Service Desk,P4 - Low,Closed,IT Infrastructure,30-04-2024 15:58,02-05-2024 13:58,Issue resolved after server restart.,Resolved by L2-Storage Team
CHG0000606,Change Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,mike.patel,L2-Storage Team,P2 - High,New,Security Operations,09-12-2024 11:08,,Change request raised for permanent resolution.,
INC0000607,Incident,Windows Server update causing blue screen,"After Windows Update KB5034441 applied, server rebooted into BSOD. Update rolled back. Systems restored.",mike.patel,L3-Cloud Team,P3 - Medium,On Hold,Network Services,29-12-2024 16:27,,Change request raised for permanent resolution.,
CHG0000608,Change Request,SolarWinds node unreachable alert,SolarWinds showing node ROUTER-CORE-01 as unreachable. SNMP polling failing. Network team to investigate.,mike.patel,L3-Application Support,P3 - Medium,Resolved,Database Services,14-05-2024 19:53,16-05-2024 05:53,User confirmed resolution. Ticket closing.,
INC0000609,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,linda.wu,L2-Network Team,P2 - High,In Progress,IT Infrastructure,02-12-2024 20:51,,User confirmed resolution. Ticket closing.,
INC0000610,Incident,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",anna.brown,L3-Cloud Team,P3 - Medium,Closed,IT Infrastructure,10-09-2024 01:28,11-09-2024 23:28,Vendor engaged. Awaiting response.,Resolved by L2-Server Team
RITM0000611,Service Request,High latency on inter-DC link,RTT between DC-East and DC-West jumped from 8 ms to 210 ms. BGP route advertisement changed. Investigation in progress.,tom.wilson,L2-Middleware Team,P3 - Medium,Closed,Application Services,02-04-2024 05:47,04-04-2024 23:47,Awaiting business approval before proceeding.,Resolved by L1-Service Desk
INC0000612,Incident,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,john.smith,L2-Security Team,P4 - Low,Closed,Database Services,09-02-2024 07:49,11-02-2024 23:49,Escalated to L3 team for further analysis.,Resolved by L3-Infrastructure
RITM0000613,Service Request,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,anna.brown,L2-Security Team,P3 - Medium,Closed,Cloud & Virtualisation,19-03-2024 00:05,21-03-2024 11:05,Investigated the issue. Root cause identified. Fix applied.,Resolved by L3-Application Support
CHG0000614,Change Request,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,tom.wilson,L2-Security Team,P1 - Critical,In Progress,Network Services,15-06-2024 23:46,,Investigated the issue. Root cause identified. Fix applied.,
CHG0000615,Change Request,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,carlos.garcia,L2-Server Team,P4 - Low,In Progress,IT Infrastructure,14-07-2024 02:25,,Temporary workaround applied. Permanent fix pending.,
INC0000616,Incident,Memory leak identified in application,Application memory grows by ~200 MB/hour without release. GC logs show frequent full GC cycles.,raj.kumar,L2-Middleware Team,P3 - Medium,Resolved,Application Services,30-11-2024 04:07,01-12-2024 19:07,Change request raised for permanent resolution.,
INC0000617,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,carlos.garcia,L2-Server Team,P3 - Medium,Resolved,Security Operations,07-09-2024 14:56,09-09-2024 16:56,Change request raised for permanent resolution.,
RITM0000618,Service Request,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,tom.wilson,L2-Network Team,P3 - Medium,Closed,Security Operations,17-02-2024 01:32,18-02-2024 21:32,Patch applied successfully during maintenance window.,Resolved by L2-Storage Team
INC0000619,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,linda.wu,L2-Storage Team,P3 - Medium,Closed,Security Operations,01-09-2024 09:09,02-09-2024 02:09,Issue resolved after server restart.,Resolved by L2-Middleware Team
CHG0000620,Change Request,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,jessica.lee,L2-Middleware Team,P3 - Medium,Resolved,Network Services,19-09-2024 03:32,21-09-2024 10:32,Change request raised for permanent resolution.,
RITM0000621,Service Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,carlos.garcia,L1-Service Desk,P2 - High,In Progress,IT Infrastructure,09-01-2024 03:47,,Monitoring in place. No recurrence in past 2 hours.,
INC0000622,Incident,OS filesystem read-only due to error,Filesystem /opt mounted read-only after disk IO error. fsck required. Maintenance window needed.,mike.patel,L2-Database Admin,P4 - Low,On Hold,Application Services,20-08-2024 21:28,,Escalated to L3 team for further analysis.,
INC0000623,Incident,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,john.smith,L2-Network Team,P3 - Medium,New,Database Services,10-12-2024 03:27,,User confirmed resolution. Ticket closing.,
RITM0000624,Service Request,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,emily.chen,L3-Infrastructure,P4 - Low,Resolved,Network Services,04-11-2024 23:31,06-11-2024 14:31,Escalated to L3 team for further analysis.,
INC0000625,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,tom.wilson,L2-Database Admin,P3 - Medium,In Progress,Security Operations,09-01-2024 22:12,,Patch applied successfully during maintenance window.,
RITM0000626,Service Request,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,jessica.lee,L3-Cloud Team,P4 - Low,In Progress,Security Operations,16-03-2024 15:27,,User confirmed resolution. Ticket closing.,
INC0000627,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,tom.wilson,L3-Infrastructure,P1 - Critical,In Progress,Security Operations,13-04-2024 09:36,,User confirmed resolution. Ticket closing.,
RITM0000628,Service Request,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,priya.nair,L3-Cloud Team,P3 - Medium,Resolved,Application Services,28-05-2024 01:31,30-05-2024 05:31,Investigated the issue. Root cause identified. Fix applied.,
INC0000629,Incident,RabbitMQ queue overflow,RabbitMQ queue payment-events has exceeded max length. Messages being dropped. Consumer throughput issue.,priya.nair,L3-Application Support,P2 - High,Closed,Security Operations,10-10-2024 02:17,12-10-2024 08:17,Monitoring in place. No recurrence in past 2 hours.,Resolved by L1-Service Desk
INC0000630,Incident,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,priya.nair,L3-Cloud Team,P3 - Medium,Resolved,Application Services,12-08-2024 07:32,13-08-2024 12:32,Issue resolved after server restart.,
CHG0000631,Change Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,mike.patel,L2-Middleware Team,P4 - Low,Closed,Application Services,10-12-2024 20:47,12-12-2024 19:47,Issue resolved after server restart.,Resolved by L2-Server Team
INC0000632,Incident,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,anna.brown,L2-Security Team,P4 - Low,Closed,Application Services,21-03-2024 19:31,22-03-2024 08:31,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Storage Team
INC0000633,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,ahmed.ali,L1-Service Desk,P4 - Low,In Progress,IT Infrastructure,13-05-2024 11:43,,Change request raised for permanent resolution.,
INC0000634,Incident,NIC port failure on host,NIC-01 on VMware host ESXI-07 shows link down. Bonded interface in degraded state. NIC replacement required.,john.smith,L2-Storage Team,P4 - Low,Closed,Network Services,14-10-2024 07:31,15-10-2024 17:31,Vendor engaged. Awaiting response.,Resolved by L2-Storage Team
RITM0000635,Service Request,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,priya.nair,L2-Server Team,P4 - Low,Closed,Cloud & Virtualisation,12-08-2024 14:53,13-08-2024 05:53,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Storage Team
RITM0000636,Service Request,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,anna.brown,L2-Server Team,P4 - Low,Closed,Application Services,04-07-2024 05:46,05-07-2024 19:46,Change request raised for permanent resolution.,Resolved by L3-Application Support
RITM0000637,Service Request,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,emily.chen,L2-Security Team,P4 - Low,In Progress,Cloud & Virtualisation,12-08-2024 13:49,,Vendor engaged. Awaiting response.,
RITM0000638,Service Request,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,carlos.garcia,L2-Database Admin,P4 - Low,In Progress,Application Services,31-07-2024 11:40,,Monitoring in place. No recurrence in past 2 hours.,
RITM0000639,Service Request,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,jessica.lee,L2-Storage Team,P4 - Low,Resolved,IT Infrastructure,21-09-2024 21:23,22-09-2024 01:23,Escalated to L3 team for further analysis.,
CHG0000640,Change Request,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,tom.wilson,L2-Network Team,P3 - Medium,Closed,Cloud & Virtualisation,25-03-2024 13:03,27-03-2024 16:03,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Storage Team
INC0000641,Incident,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,emily.chen,L1-Service Desk,P3 - Medium,Closed,Network Services,14-12-2024 22:35,16-12-2024 13:35,Patch applied successfully during maintenance window.,Resolved by L2-Middleware Team
INC0000642,Incident,Scheduled OS patching request,Monthly OS patching cycle for 45 Linux servers. Patch Tuesday schedule. Reboot required for kernel updates.,tom.wilson,L3-Infrastructure,P4 - Low,Closed,Application Services,15-04-2024 17:39,18-04-2024 02:39,Issue resolved after server restart.,Resolved by L2-Server Team
INC0000643,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,raj.kumar,L2-Storage Team,P3 - Medium,In Progress,Network Services,05-03-2024 16:34,,Vendor engaged. Awaiting response.,
INC0000644,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,john.smith,L3-Application Support,P2 - High,Closed,Network Services,03-05-2024 09:46,05-05-2024 16:46,Patch applied successfully during maintenance window.,Resolved by L3-Application Support
INC0000645,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,jessica.lee,L2-Middleware Team,P2 - High,On Hold,Cloud & Virtualisation,20-10-2024 23:00,,Patch applied successfully during maintenance window.,
INC0000646,Incident,Multiple failed login attempts detected,SIEM alert: 450 failed SSH login attempts from IP 185.220.x.x in 10 minutes. Potential brute-force. IP blocked.,linda.wu,L2-Server Team,P3 - Medium,Closed,Network Services,25-05-2024 21:50,26-05-2024 15:50,Patch applied successfully during maintenance window.,Resolved by L2-Middleware Team
INC0000647,Incident,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,mike.patel,L3-Cloud Team,P2 - High,In Progress,Application Services,16-03-2024 22:27,,User confirmed resolution. Ticket closing.,
INC0000648,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,tom.wilson,L3-Infrastructure,P3 - Medium,Closed,Security Operations,13-10-2024 16:49,15-10-2024 19:49,User confirmed resolution. Ticket closing.,Resolved by L3-Infrastructure
INC0000649,Incident,Multiple failed login attempts detected,SIEM alert: 450 failed SSH login attempts from IP 185.220.x.x in 10 minutes. Potential brute-force. IP blocked.,ahmed.ali,L2-Server Team,P3 - Medium,Closed,Database Services,05-09-2024 22:29,06-09-2024 15:29,Temporary workaround applied. Permanent fix pending.,Resolved by L3-Cloud Team
CHG0000650,Change Request,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,raj.kumar,L1-Service Desk,P3 - Medium,In Progress,Cloud & Virtualisation,08-07-2024 03:38,,Vendor engaged. Awaiting response.,
CHG0000651,Change Request,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,priya.nair,L3-Infrastructure,P2 - High,Closed,IT Infrastructure,04-06-2024 09:31,04-06-2024 13:31,Issue resolved after server restart.,Resolved by L2-Security Team
INC0000652,Incident,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",priya.nair,L3-Cloud Team,P3 - Medium,Resolved,Network Services,07-10-2024 11:04,07-10-2024 17:04,Monitoring in place. No recurrence in past 2 hours.,
INC0000653,Incident,NIC port failure on host,NIC-01 on VMware host ESXI-07 shows link down. Bonded interface in degraded state. NIC replacement required.,mike.patel,L3-Application Support,P3 - Medium,Closed,IT Infrastructure,11-03-2024 16:40,14-03-2024 03:40,Awaiting business approval before proceeding.,Resolved by L2-Middleware Team
